dataset,target_size,algorithm,time,metric1,metric2,selected_features
indian_pines,5,zhang,153.63,0.56,0.48,6-16-169-174-196||5-7-38-157-169||5-6-7-8-38||5-8-9-157-169||0-5-6-7-162||4-5-7-8-42||4-5-7-45-60||7-8-33-45-162||6-7-15-21-45||5-7-38-45-165
indian_pines,5,fsdrl,30.86,0.69,0.65,28-61-98-141-163||28-61-98-141-164||28-62-98-141-163||28-61-98-141-163||28-62-98-141-164||27-63-98-141-164||28-63-99-141-163||28-62-98-141-163||28-61-98-141-169||28-62-98-141-163
indian_pines,10,zhang,153.63,0.59,0.53,5-6-16-38-105-157-162-169-174-196||4-5-6-7-21-38-42-157-162-169||5-6-7-8-38-42-157-159-162-175||4-5-8-9-38-45-147-157-159-169||0-5-6-7-18-45-156-162-165-169||4-5-6-7-8-42-62-163-165-196||0-4-5-6-7-8-38-45-57-60||1-5-7-8-33-45-107-160-162-169||2-3-4-6-7-15-21-38-45-60||4-5-6-7-38-45-149-165-173-174
indian_pines,10,fsdrl,31.23,0.7,0.66,25-38-56-74-94-108-140-148-160-182||24-37-57-74-89-108-128-149-160-182||24-31-55-74-94-111-140-142-160-182||24-31-56-74-85-119-120-140-158-182||24-36-54-74-92-107-128-149-153-182||25-37-51-74-89-107-128-140-160-181||26-31-55-74-89-108-127-141-163-181||25-37-55-74-91-107-139-149-160-182||24-31-55-75-91-108-134-140-160-181||26-37-55-75-91-108-133-149-163-180
indian_pines,15,zhang,153.63,0.68,0.63,4-5-6-16-33-38-42-105-124-157-162-165-169-174-196||4-5-6-7-16-21-38-42-44-60-62-108-157-162-169||4-5-6-7-8-38-42-110-118-157-159-162-169-173-175||4-5-8-9-21-38-45-70-108-147-157-159-163-169-174||0-5-6-7-8-18-33-44-45-108-140-156-162-165-169||4-5-6-7-8-21-38-42-62-120-160-163-165-174-196||0-4-5-6-7-8-38-45-57-60-76-118-160-162-179||1-5-7-8-33-38-45-47-62-107-160-162-169-180-196||2-3-4-6-7-8-10-15-21-38-45-60-120-162-165||3-4-5-6-7-38-42-45-107-118-149-165-173-174-182
indian_pines,15,fsdrl,31.66,0.75,0.72,10-25-36-51-59-78-85-98-111-127-140-148-160-172-182||16-28-37-51-60-74-85-99-110-128-140-149-160-172-184||11-27-36-56-59-78-86-94-110-112-140-148-160-172-182||13-25-37-51-61-74-89-94-109-128-140-149-160-171-182||14-27-37-51-60-75-85-98-119-128-140-148-153-171-182||10-24-38-51-62-77-85-94-111-128-141-148-153-171-182||16-27-38-48-60-78-85-99-110-128-141-149-160-171-182||14-27-38-51-59-75-89-98-110-126-139-148-160-174-184||11-25-36-51-60-78-86-98-111-129-140-148-160-172-184||10-28-36-49-60-78-85-99-111-113-139-149-160-178-184
indian_pines,20,zhang,153.63,0.72,0.68,4-5-6-14-16-24-33-38-42-45-52-101-105-124-157-162-165-169-174-196||4-5-6-7-8-16-21-38-42-44-52-60-62-69-108-157-162-169-180-196||4-5-6-7-8-18-23-38-42-44-52-108-110-118-157-159-162-169-173-175||4-5-8-9-21-24-38-42-45-60-70-108-125-147-157-159-163-166-169-174||0-5-6-7-8-18-33-44-45-108-124-140-150-156-162-165-169-172-177-183||1-4-5-6-7-8-21-38-42-44-58-62-69-120-160-163-165-169-174-196||0-4-5-6-7-8-21-38-45-57-60-62-76-109-118-120-160-162-172-179||1-4-5-7-8-21-33-38-45-47-62-69-107-129-140-160-162-169-180-196||2-3-4-6-7-8-10-15-21-38-45-60-76-106-120-160-162-165-180-185||3-4-5-6-7-8-15-23-38-42-45-107-118-149-156-165-173-174-182-196
indian_pines,20,fsdrl,31.61,0.74,0.71,8-24-28-40-48-59-63-78-85-94-107-109-139-141-149-161-168-179-185||8-24-31-37-48-56-63-78-81-94-98-110-128-134-140-149-159-168-182-184||10-24-27-36-48-57-59-78-86-94-107-109-128-139-140-148-160-163-182-186||11-20-27-37-49-60-63-78-85-92-99-111-113-139-141-149-153-167-182-185||11-24-27-36-48-56-59-78-86-95-108-111-128-140-141-148-160-168-182-184||8-24-28-40-46-55-74-77-85-98-106-127-128-133-140-148-153-171-178-182||8-24-27-40-46-56-60-78-85-94-101-127-129-140-149-153-171-178-188||8-24-28-36-48-60-61-78-79-92-108-115-128-139-140-149-153-163-178-188||8-24-30-38-48-59-74-78-85-90-99-127-129-138-140-153-154-174-178-185||8-24-28-36-46-58-59-77-78-94-106-124-126-138-140-148-160-173-182-184
indian_pines,25,zhang,153.63,0.73,0.69,1-4-5-6-7-9-14-16-24-33-38-42-45-52-73-101-105-124-149-157-162-165-169-174-196||4-5-6-7-8-16-18-21-38-42-44-52-60-62-65-69-108-124-143-157-162-169-180-183-196||4-5-6-7-8-18-21-23-38-42-44-52-108-110-118-120-147-155-157-159-162-169-173-175-178||4-5-7-8-9-21-24-38-42-45-60-70-108-118-125-147-157-159-162-163-166-169-172-174-196||0-5-6-7-8-15-18-33-44-45-70-76-108-124-140-150-156-162-165-169-172-177-179-183-193||0-1-4-5-6-7-8-21-23-38-42-44-52-58-62-69-89-115-120-160-163-165-169-174-196||0-4-5-6-7-8-10-21-38-42-45-57-60-62-76-109-118-120-156-160-162-165-172-176-179||1-4-5-7-8-21-33-38-42-45-47-62-68-69-107-129-140-152-160-162-169-173-175-180-196||2-3-4-6-7-8-10-11-15-21-23-38-45-60-65-69-76-106-120-160-162-165-173-180-185||3-4-5-6-7-8-15-23-38-42-45-58-68-107-118-124-149-156-159-165-173-174-178-182-196
indian_pines,25,fsdrl,32.02,0.75,0.71,8-15-27-29-40-46-50-59-74-78-80-92-94-107-110-112-126-139-149-153-154-163-176-182-190||8-19-23-28-36-48-57-61-63-78-79-93-99-107-110-112-127-140-149-153-154-163-172-178-191||10-24-27-41-48-56-61-65-77-85-93-99-107-111-127-128-140-148-153-160-163-171-182-190||10-19-27-28-38-48-57-60-74-78-79-92-101-107-115-126-139-140-149-153-161-163-171-182-190||8-13-24-25-38-45-57-61-63-74-86-91-99-107-110-120-129-141-148-153-161-163-173-179-191||10-24-25-31-40-46-57-60-74-77-85-92-98-107-109-131-135-139-140-148-153-166-171-181-192||11-23-25-27-40-49-50-58-59-78-86-92-94-108-128-129-132-140-148-153-155-170-171-182-190||8-24-27-29-40-47-57-58-60-78-85-92-101-109-111-128-135-140-148-153-154-167-171-178-191||10-16-23-27-40-47-57-60-66-78-80-91-94-107-126-127-128-141-148-149-153-171-172-181-190||11-19-27-29-43-45-51-60-74-78-79-92-107-109-119-125-138-148-149-160-162-172-174-188
indian_pines,30,zhang,153.63,0.74,0.7,1-4-5-6-7-8-9-14-16-18-24-33-38-42-45-52-73-101-105-124-149-157-159-162-165-169-171-174-178-196||4-5-6-7-8-16-18-21-24-38-42-44-52-60-62-65-69-101-108-116-124-143-157-161-162-169-177-180-183-196||2-4-5-6-7-8-9-18-21-23-38-42-44-52-60-70-108-110-118-120-139-147-155-157-159-162-169-173-175-178||4-5-7-8-9-21-23-24-29-38-42-45-60-70-101-108-118-125-147-157-159-162-163-166-169-172-174-177-179-196||0-5-6-7-8-15-18-33-38-44-45-52-70-76-108-124-140-150-156-160-162-165-169-170-172-175-177-179-183-193||0-1-4-5-6-7-8-21-23-38-42-44-52-58-60-62-69-89-111-115-118-120-124-148-160-163-165-169-174-196||0-4-5-6-7-8-10-13-21-38-42-45-57-60-62-69-76-109-111-118-120-128-156-160-162-165-169-172-176-179||1-3-4-5-7-8-21-30-33-38-42-45-47-62-68-69-107-129-140-148-152-160-162-165-168-169-173-175-180-196||0-2-3-4-6-7-8-10-11-15-21-23-38-45-60-65-69-76-101-106-120-152-160-162-165-173-175-180-185-196||3-4-5-6-7-8-15-23-38-42-45-58-68-73-101-107-118-124-128-149-156-159-162-165-170-173-174-178-182-196
indian_pines,30,fsdrl,32.26,0.75,0.72,8-11-23-27-31-43-46-49-61-63-74-78-80-90-92-99-107-109-126-137-138-140-149-153-161-163-173-177-182-191||8-10-24-27-29-38-43-50-59-69-72-83-84-94-99-101-107-109-111-137-139-149-153-154-163-171-178-184-192||11-13-22-24-25-40-46-55-58-60-74-78-83-92-99-101-107-109-125-127-138-140-148-153-155-161-177-178-184-191||9-15-24-27-31-40-47-48-58-59-74-78-85-91-94-99-107-110-126-127-140-149-153-154-161-171-178-182-191||10-13-24-27-31-40-45-57-58-59-62-78-79-92-94-99-107-111-112-127-139-141-149-153-154-161-172-173-184-190||8-11-19-27-40-43-50-58-60-74-78-79-89-98-99-107-126-127-140-148-153-154-163-177-178-184-191||11-13-24-30-31-40-46-47-59-62-74-78-84-92-94-101-119-120-128-135-140-148-153-155-166-171-178-182-190||8-14-19-27-28-38-46-55-59-60-75-78-79-92-98-99-107-126-127-128-135-140-149-153-154-163-171-178-184-191||10-13-22-27-31-40-44-57-59-60-62-78-79-92-99-100-107-110-126-129-137-140-149-153-154-161-172-177-182-190||9-10-24-27-31-40-46-51-59-60-74-78-83-85-99-100-107-109-111-128-140-142-149-153-161-166-172-178-182-190
